last_change_date_time,resource_type,resource_status,resource,campaign,ad_group
2026-08-05 09:49:53.054415,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/197282610867~800169520692,customers/3599116618/campaigns/23657752699,customers/3599116618/adGroups/197282610867
2026-08-05 09:49:52.805135,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/195793798004~800050700824,customers/3599116618/campaigns/23644271217,customers/3599116618/adGroups/195793798004
2026-08-05 09:49:52.805135,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/195793798004~800050701241,customers/3599116618/campaigns/23644271217,customers/3599116618/adGroups/195793798004
2026-08-05 09:49:52.805135,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/195793798004~800128388573,customers/3599116618/campaigns/23644271217,customers/3599116618/adGroups/195793798004
2026-08-05 09:49:52.805135,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/195793798204~800050701499,customers/3599116618/campaigns/23644271217,customers/3599116618/adGroups/195793798204
2026-08-05 09:49:52.805135,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/195793798204~800050701511,customers/3599116618/campaigns/23644271217,customers/3599116618/adGroups/195793798204
2026-08-05 09:49:52.805135,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/195793798204~800128388549,customers/3599116618/campaigns/23644271217,customers/3599116618/adGroups/195793798204
2026-08-05 09:49:52.805135,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/195793798244~800050701049,customers/3599116618/campaigns/23644271217,customers/3599116618/adGroups/195793798244
2026-08-05 09:49:52.805135,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/195793798244~800050701283,customers/3599116618/campaigns/23644271217,customers/3599116618/adGroups/195793798244
2026-08-05 09:49:52.504383,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/189694296669~788533000470,customers/3599116618/campaigns/23293840553,customers/3599116618/adGroups/189694296669
2026-08-05 09:49:52.504383,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/189694296669~788569604779,customers/3599116618/campaigns/23293840553,customers/3599116618/adGroups/189694296669
2026-08-05 09:49:52.504383,AD_GROUP_AD,CHANGED,customers/3599116618/adGroupAds/189694296709~788021299604,customers/3599116618/campaigns/23293840553,customers/3599116618/adGroups/189694296709
