keyword_text,match_type,campaign_name,ad_group_name,campaign_id,ad_group_id,criterion_id,flag_type,flag_severity,flag_detail,impressions,clicks,cost,primary_conversions,primary_cpa,effective_conversions,effective_cpa,effective_roas,break_even_cpa,break_even_roas,primary_kpi,is_core_term,quality_score,campaign_bidding_strategy_type,campaign_target_cpa,campaign_target_roas,efficiency_severity_tier,efficiency_severity_label,efficiency_severity_ratio,efficiency_impact,excess_spend,missing_conversion_value
suche job als kranführer,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,359112182818,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,121.14,0.00,,,,,,
suche job als kranführer,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,359112182818,TIER_DEGRADED,Medium,suche job als kranführer shifted from INSUFFICIENT_DATA to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,121.14,0.00,,,,,,
kranführer job schweiz,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,359200254876,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,121.14,0.00,,,,,,
kranführer job schweiz,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,359200254876,TIER_DEGRADED,Medium,kranführer job schweiz shifted from LOW_PERFORMER to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,121.14,0.00,,,,,,
kranführer bern,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,369247916550,LOW_PERFORMER,Medium,"5 impressions, 0 clicks in evaluation period",5,0,0.00,0.00,,0.00,,,75.00,,cpa,false,5,MAXIMIZE_CONVERSIONS,121.14,0.00,,,,,,
kranführer zürich,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,369247916830,LOW_PERFORMER,Medium,"4 impressions, 0 clicks in evaluation period",4,0,0.00,0.00,,0.00,,,75.00,,cpa,false,5,MAXIMIZE_CONVERSIONS,121.14,0.00,,,,,,
kranführer zürich,EXACT,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,369247916830,TIER_DEGRADED,Medium,kranführer zürich shifted from INSUFFICIENT_DATA to LOW_PERFORMER,4,0,0.00,0.00,,0.00,,,75.00,,cpa,false,5,MAXIMIZE_CONVERSIONS,121.14,0.00,,,,,,
hallenkranführer jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,2228075776985,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,3,MAXIMIZE_CONVERSIONS,121.14,0.00,,,,,,
job Kran,BROAD,EX | 26 | CH | SEARCH | LEAD | Kranführer,AG | RSA | Kranführer,23468568174,193352510633,2461768970563,LOW_PERFORMER,Medium,"5 impressions, 0 clicks in evaluation period",5,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,121.14,0.00,,,,,,
maler gipser jobs,EXACT,EX | 26 | CH | SEARCH | LEAD | Maler,AG | RSA | Maler,6503042592,193358511562,485332785837,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,73.47,0.00,,,,,,
Automatisierungstechnik stellen,BROAD,EX | 25 | CH | SEARCH | LEAD | Automatiker,AG | RSA | Automatiker,15210620317,193394861642,1638179144,LOW_PERFORMER,Medium,"3 impressions, 0 clicks in evaluation period",3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,53.24,0.00,,,,,,
Automatisierungstechnik jobs,BROAD,EX | 25 | CH | SEARCH | LEAD | Automatiker,AG | RSA | Automatiker,15210620317,193394861642,1638179234,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,53.24,0.00,,,,,,
automatiker schweiz,PHRASE,EX | 25 | CH | SEARCH | LEAD | Automatiker,AG | RSA | Automatiker,15210620317,193394861642,667051310810,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,53.24,0.00,,,,,,
strassenbauer stellen,BROAD,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,298317241381,LOW_PERFORMER,Medium,"14 impressions, 0 clicks in evaluation period",14,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
strassenbauer stellen,BROAD,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,298317241381,TIER_DEGRADED,Medium,strassenbauer stellen shifted from INSUFFICIENT_DATA to LOW_PERFORMER,14,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
asphalt work,PHRASE,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,302375533651,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,false,,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
strassenbau stellenangebote,BROAD,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,304451261231,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
strassenbau stellenangebote,BROAD,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,304451261231,TIER_DEGRADED,Medium,strassenbau stellenangebote shifted from LOW_PERFORMER to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
city work,PHRASE,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,318591052251,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,false,4,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
straßenbau stellenangebote,PHRASE,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,324041043065,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,3,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
strassenbauer efz,EXACT,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,887518821049,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
strassenbauer jobs schweiz,PHRASE,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,1720220764245,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
strassenbauer jobs schweiz,PHRASE,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,1720220764245,TIER_DEGRADED,Medium,strassenbauer jobs schweiz shifted from LOW_PERFORMER to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
asphalt arbeit,PHRASE,EX | 26 | CH | SEARCH | LEAD | Strassenbauer,AG | RSA | Strassenbauer,23478262294,193437338762,2421361806925,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,115.57,0.00,,,,,,
adecco jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,108946645,LOW_PERFORMER,Medium,"9 impressions, 0 clicks in evaluation period",9,0,0.00,0.00,,0.00,,,75.00,,cpa,true,3,MAXIMIZE_CONVERSIONS,34.16,0.00,,,,,,
adecco jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,108946645,TIER_DEGRADED,Medium,adecco jobs shifted from INSUFFICIENT_DATA to LOW_PERFORMER,9,0,0.00,0.00,,0.00,,,75.00,,cpa,true,3,MAXIMIZE_CONVERSIONS,34.16,0.00,,,,,,
Kelly Services jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,335737854154,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,34.16,0.00,,,,,,
migros industrie jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,449216991273,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,34.16,0.00,,,,,,
Jooble jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,902262814519,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,34.16,0.00,,,,,,
team.jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,2332015511973,LOW_PERFORMER,Medium,"35 impressions, 0 clicks in evaluation period",35,0,0.00,0.00,,0.00,,,75.00,,cpa,true,1,MAXIMIZE_CONVERSIONS,34.16,0.00,,,,,,
das team job,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,2476541210374,LOW_PERFORMER,Medium,"16 impressions, 0 clicks in evaluation period",16,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,34.16,0.00,,,,,,
arbeit heizung,BROAD,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,302308443980,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,106.35,0.00,,,,,,
heizungsmonteur jobs,BROAD,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,302308455100,LOW_PERFORMER,Medium,"3 impressions, 0 clicks in evaluation period",3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,106.35,0.00,,,,,,
heizungsmonteur jobs,BROAD,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,302308455100,TIER_DEGRADED,Medium,heizungsmonteur jobs shifted from INSUFFICIENT_DATA to LOW_PERFORMER,3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,106.35,0.00,,,,,,
heizung job,BROAD,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,303135343129,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,106.35,0.00,,,,,,
servicetechniker heizung,BROAD,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,308625970303,LOW_PERFORMER,Medium,"2 impressions, 0 clicks in evaluation period",2,0,0.00,0.00,,0.00,,,75.00,,cpa,false,4,MAXIMIZE_CONVERSIONS,106.35,0.00,,,,,,
heizungsinstallateur basel,BROAD,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,315682387861,LOW_PERFORMER,Medium,"12 impressions, 0 clicks in evaluation period",12,0,0.00,0.00,,0.00,,,75.00,,cpa,false,8,MAXIMIZE_CONVERSIONS,106.35,0.00,,,,,,
heizung sanitär stellenangebote,PHRASE,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,355326574705,LOW_PERFORMER,Medium,"3 impressions, 0 clicks in evaluation period",3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,106.35,0.00,,,,,,
heizung sanitär stellenangebote,PHRASE,EX | 25 | CH | SEARCH | LEAD | Heizungsinstallateur,AG | RSA | Heizungsinstallateur KW Testing,23473611323,194378322893,355326574705,TIER_DEGRADED,Medium,heizung sanitär stellenangebote shifted from INSUFFICIENT_DATA to LOW_PERFORMER,3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,106.35,0.00,,,,,,
stelle als gipser,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,357056989187,LOW_PERFORMER,Medium,"16 impressions, 0 clicks in evaluation period",16,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,81.44,0.00,,,,,,
gipser efz,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gipser,AG | RSA | Gipser,23468556621,194724430511,1463525311900,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,3,MAXIMIZE_CONVERSIONS,81.44,0.00,,,,,,
cnc mechaniker job,BROAD,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,303982952083,LOW_PERFORMER,Medium,"3 impressions, 0 clicks in evaluation period",3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,88.57,0.00,,,,,,
cnc fräser jobs,PHRASE,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,304435562818,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,88.57,0.00,,,,,,
metallbaukonstrukteur jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,315391350623,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,88.57,0.00,,,,,,
cnc fräser jobs,BROAD,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,365166689237,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,88.57,0.00,,,,,,
metallbaukonstrukteur,BROAD,EX | 26 | CH | SEARCH | LEAD | Metallbaukonstrukteur,AG | RSA | Metallbaukonstukteur KW Testing,23478160315,194846353335,509066169512,LOW_PERFORMER,Medium,"2 impressions, 0 clicks in evaluation period",2,0,0.00,0.00,,0.00,,,75.00,,cpa,false,3,MAXIMIZE_CONVERSIONS,88.57,0.00,,,,,,
jobs bau,EXACT,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,1210920370,LOW_PERFORMER,Medium,"3 impressions, 0 clicks in evaluation period",3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,61.46,0.00,,,,,,
construction work near me,PHRASE,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,343810186525,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,false,,MAXIMIZE_CONVERSIONS,61.46,0.00,,,,,,
bau stellenangebote,EXACT,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,493585112112,LOW_PERFORMER,Medium,"3 impressions, 0 clicks in evaluation period",3,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,61.46,0.00,,,,,,
trabajo de albañil en suiza,PHRASE,EX | 26 | CH | SEARCH | LEAD | Bauarbeiter,AG | RSA | Bauarbeiter,23473587776,194925305514,2373512743331,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,false,,MAXIMIZE_CONVERSIONS,61.46,0.00,,,,,,
elektriker stellenangebote,EXACT,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,2183921581,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
job betriebselektriker,EXACT,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,11502519123,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
elektriker stelle,EXACT,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,302778217356,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
construction and maintenance electrician,PHRASE,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,330417796533,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,false,,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
arbeit betriebselektriker,EXACT,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,331493304706,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
elektroniker efz,EXACT,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,372630950145,LOW_PERFORMER,Medium,"6 impressions, 0 clicks in evaluation period",6,0,0.00,0.00,,0.00,,,75.00,,cpa,true,4,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
montage elektriker jobs zürich,EXACT,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,389024344970,LOW_PERFORMER,Medium,"2 impressions, 0 clicks in evaluation period",2,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
lavoro come elettricista in svizzera,PHRASE,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,454279766526,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,false,,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
montageelektriker,BROAD,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,662796260626,LOW_PERFORMER,Medium,"4 impressions, 0 clicks in evaluation period",4,0,0.00,0.00,,0.00,,,75.00,,cpa,false,2,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
montageelektriker,BROAD,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,662796260626,TIER_DEGRADED,Medium,montageelektriker shifted from INSUFFICIENT_DATA to LOW_PERFORMER,4,0,0.00,0.00,,0.00,,,75.00,,cpa,false,2,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
electrician job in switzerland,EXACT,EX | 25 | CH | SEARCH | LEAD | Montage-Elektriker,AG | RSA | Montage-Elektriker,15145890855,195559356887,1066748893605,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,66.74,0.00,,,,,,
stellenangebote gerüstbauer,EXACT,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,7348738886,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,,0.00,,,,,,
stellenangebote gerüstbauer,EXACT,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,7348738886,TIER_DEGRADED,Medium,stellenangebote gerüstbauer shifted from LOW_PERFORMER to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,,0.00,,,,,,
gerüstbauer gesucht,EXACT,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,10532003024,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,false,5,MAXIMIZE_CONVERSIONS,,0.00,,,,,,
gerüstbauer arbeit,EXACT,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,12301955740,LOW_PERFORMER,Medium,"4 impressions, 0 clicks in evaluation period",4,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,,0.00,,,,,,
gerüstbauer arbeit,EXACT,EX | 25 | CH | SEARCH | LEAD | Gerüstbauer,AG | RSA | Gerüstbauer,23478231493,195707765470,12301955740,TIER_DEGRADED,Medium,gerüstbauer arbeit shifted from INSUFFICIENT_DATA to LOW_PERFORMER,4,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,,0.00,,,,,,
zierpflanzengärtner jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,359009509824,LOW_PERFORMER,Medium,"4 impressions, 0 clicks in evaluation period",4,0,0.00,0.00,,0.00,,,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,32.17,0.00,,,,,,
gartenbauhelfer jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,383696322644,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,1,MAXIMIZE_CONVERSIONS,32.17,0.00,,,,,,
gartenbauhelfer jobs,PHRASE,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,383696322644,TIER_DEGRADED,Medium,gartenbauhelfer jobs shifted from LOW_PERFORMER to ZOMBIE,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,1,MAXIMIZE_CONVERSIONS,32.17,0.00,,,,,,
gärtner job in der nähe,EXACT,EX | 25 | CH | SEARCH | LEAD | Gärtner,AG | RSA | Gärtner,23468547546,197528102051,2565618609832,LOW_PERFORMER,Medium,"1 impressions, 0 clicks in evaluation period",1,0,0.00,0.00,,0.00,,,75.00,,cpa,true,7,MAXIMIZE_CONVERSIONS,32.17,0.00,,,,,,
jobs bohrtechnik,BROAD,EX | 26 | CH | SEARCH | LEAD | Grundbauer,AG | RSA | Grundbauer,23473608146,200330564308,314816992459,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,50.75,0.00,,,,,,
grundbauer efz,BROAD,EX | 26 | CH | SEARCH | LEAD | Grundbauer,AG | RSA | Grundbauer,23473608146,200330564308,751650962057,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,50.75,0.00,,,,,,
klemm bohrtechnik stellenangebote,BROAD,EX | 26 | CH | SEARCH | LEAD | Grundbauer,AG | RSA | Grundbauer,23473608146,200330564308,2463235997703,ZOMBIE,Medium,0 impressions in evaluation period,0,0,0.00,0.00,,0.00,,,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,50.75,0.00,,,,,,
efz jobs schweiz,BROAD,EX | 26 | CH | SEARCH | LEAD | Elektroinstallateur,AG | RSA | Elektroinstallateur,23369525700,190690911095,2228280178473,HERO,Info,"efz jobs schweiz accounts for 72.73% spend, 59.62% primary conversions",2897,215,415.37,7.46,55.70,7.46,55.70,0.00,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,45.65,0.00,,,,,,
Job24,BROAD,EX | 26 | CH | SEARCH | LEAD | Compeditor,AG | RSA | Compeditor,23619183073,193899557756,819775100802,HERO,Info,"Job24 accounts for 56.75% spend, 54.32% primary conversions",3819,253,338.37,9.48,35.69,9.48,35.69,0.00,75.00,,cpa,true,1,MAXIMIZE_CONVERSIONS,34.16,0.00,,,,,,
polymechaniker schweiz,BROAD,EX | DE | DACH | SEARCH | LEAD | UMLAND TEST,STAN | HOME | BROAD,20685916051,154386686829,303240766784,HERO,Info,"polymechaniker schweiz accounts for 61.29% spend, 50.07% primary conversions",2331,262,284.61,7.00,40.66,7.00,40.66,0.00,75.00,,cpa,true,6,MAXIMIZE_CONVERSIONS,11.00,0.00,,,,,,
spezialtiefbau stellen,BROAD,EX | 26 | CH | SEARCH | LEAD | Grundbauer,AG | RSA | Grundbauer,23473608146,200330564308,358066503254,HERO,Info,"spezialtiefbau stellen accounts for 61.28% spend, 50.03% primary conversions",1357,130,217.82,3.50,62.17,3.50,62.17,0.00,75.00,,cpa,true,,MAXIMIZE_CONVERSIONS,50.75,0.00,,,,,,
kollabo ag,BROAD,EX | 25 | CH | SEARCH | LEAD | Brand,Kollabo Name,1509955426,57909492917,1061773055407,HERO,Info,"kollabo ag accounts for 50.17% spend, 33.95% primary conversions",1064,254,189.48,8.22,23.04,8.22,23.04,0.00,75.00,,cpa,true,10,MAXIMIZE_CONVERSIONS,15.59,0.00,,,,,,
schweißer arbeit,BROAD,EX | 25 | CH | SEARCH | LEAD | Schweisser,AG | RSA | Schweisser,20691357994,155384660552,296631707400,HERO,Info,"schweißer arbeit accounts for 73.18% spend, 84.82% primary conversions",1400,139,174.72,5.50,31.77,5.50,31.77,0.00,75.00,,cpa,true,5,MAXIMIZE_CONVERSIONS,36.82,0.00,,,,,,
